Source,Family,Genera,Species,Individuals Observed,Location,Longitude,Latitude,Country,Usual Pattern,Unusual Pattern,Pattern Notes,Iris color,Lifestage,Citation,Year,Notes
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Quebec, Canada",45.46878507,-75.80551951,Canada,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/81797048,2016,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Quebec, Canada",45.48796351,-73.33330637,Canada,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/84738559,2021,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Quebec, Canada",45.56900971,-75.51592916,Canada,Green,Blue/Turquoise,Whole body,N/A,Adult,https://www.inaturalist.org/observations/83880600,2021,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Quebec, Canada",45.57241014,-72.8761563,Canada,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/47330758,2020,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Quebec, Canada",45.90952604,-73.70480965,Canada,Green,Blue,Partial body,N/A,Adult,https://www.inaturalist.org/observations/26946819,2018,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Quebec, Canada",48.32194444,-68.83722222,Canada,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/58233216,2020,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Quebec, Canada",48.37682,-71.97251167,Canada,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/59156132,2020,
iNat,Ranidae,Lithobates,Lithobates septentrionalis,1,"Quebec, Canada",49.15305982,-79.15832591,Canada,Brown/Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/27966150,2019,
iNat,Ranidae,Lithobates,Lithobates septentrionalis,1,"Quebec, Canada",49.15341557,-79.15775529,Canada,Brown/Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/16200109,2018,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Rhode Island, USA",41.52230154,-71.74873441,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/51162565,2020,very pale
iNat,Ranidae,Lithobates,Lithobates pipiens,1,"Saint Laurent, Canada",50.38111111,-97.94444444,Canada,Brown/Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/50959332,2020,
iNat,Ranidae,Lithobates,Lithobates catesbeianus,2,Singapore,1.3342472,103.83246,Singapore,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/57524107,2020,
Sci Lit,Ranidae,Lithobates,Lithobates sphenocephalus,1,Tennessee,-86.5804,35.5175,USA,green-brown,blue,,,adult,"Hall et al., 2018",,
iNat,Ranidae,Lithobates,Lithobates catesbeianus,1,"Tennessee, USA",35.97263333,-86.83196333,USA,Green,Blue/Turquoise,Whole body,N/A,Adult,https://www.inaturalist.org/observations/56820276,2020,
iNat,Ranidae,Lithobates,Lithobates catesbeianus,1,"Texas, USA",29.76393033,-95.45519471,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/77100057,2021,
iNat,Ranidae,Lithobates,Lithobates catesbeianus,1,"Texas, USA",29.7665289,-95.4506677,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/76415703,2021,
iNat,Ranidae,Lithobates,Lithobates catesbeianus,1,"Texas, USA",29.76693032,-95.45069333,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/77052289,2021,
iNat,Ranidae,Lithobates,Lithobates catesbeianus,1,"Texas, USA",32.66180121,-97.22218609,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/60147011,2020,
Sci Lit,Ranidae,Lithobates,Lithobates clamitans,2,USA,,,USA,,blue and green,,,,"Berns & Narayan, 1970, Jablonski et al. 2014",,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",42.76575368,-72.98716663,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/16370504,2018,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",43.2226655,-72.76510631,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/47159523,2020,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",43.51636333,-72.9644,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/56264188,2020,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",44.21112864,-72.19733051,USA,Green,Blue/Turquoise,Whole body,N/A,Adult,https://www.inaturalist.org/observations/13895318,2018,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",44.24558818,-72.52812582,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/50138616,2020,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",44.2831,-72.57078667,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/81419089,2021,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",44.34026333,-71.877695,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/33660841,2019,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",44.427105,-72.90415833,USA,Green,Blue,Partial body,N/A,Adult,https://www.inaturalist.org/observations/93879964,2021,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",44.54358667,-72.39804167,USA,Green,Blue,Partial body,N/A,Adult,https://www.inaturalist.org/observations/24702589,2019,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",44.54381667,-72.39776667,USA,Green,Blue/Turquoise,Whole body,N/A,Adult,https://www.inaturalist.org/observations/27221703,2019,mating
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Vermont, USA",44.73855169,-72.03668611,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/64697808,2020,
Sci Lit,Ranidae,Lithobates,Lithobates clamitans,1,Virginia,-78.6569,37.4316,USA,,"light blue, deep blue, blue-green",,,,"Berns & Uhler, 1966, Jablonski et al. 2014",,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Virginia, USA",37.92562167,-79.00284445,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/80889568,2021,
iNat,Ranidae,Lithobates,Lithobates catesbeianus,1,"Virginia, USA",38.75754,-77.098453,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/75677430,2021,
iNat,Ranidae,Lithobates,Lithobates catesbeianus,1,"Virginia, USA",38.86022634,-77.12217082,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/50902563,2020,
iNat,Ranidae,Lithobates,Lithobates catesbeianus,1,"Washington, USA",47.67291333,-122.6849583,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/85154908,2021,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Wisconsin, MI",43.17629294,-87.89060388,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/51933880,2020,
Sci Lit,Ranidae,Lithobates,Lithobates clamitans,69,"Wisconsin, Minnesota",,,USA,,"light blue, deep blue, blue-green",,,,"Berns & Uhler, 1966, Jablonski et al. 2014",,
Sci Lit,Ranidae,Lithobates,Lithobates pipiens,3,"Wisconsin, Minnesota",,,USA,,"light blue, deep blue, blue-green",,,,"Berns & Uhler, 1966, Jablonski et al. 2014",,
iNat,Ranidae,Lithobates,Lithobates clamitans,1,"Wisconsin, USA",43.24888683,-89.93328174,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/68151738,2019,
iNat,Ranidae,Lithobates,Lithobates sylvaticus,1,"Wisconsin, USA",45.4560631,-92.41434605,USA,Brown/Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/29522289,2019,
News or Social,Ranidae,Lithobates,Lithobates pipiens,1,"New Brunswick, Canada",-66.4619,46.5653,Canada,green,turquoise,partial body,,,https://www.cbc.ca/news/canada/new-brunswick/turquoise-northern-leopard-frog-1.4758365,2018,
News or Social,Ranidae,Lithobates,Lithobates pipiens,1,"Washington, USA",-120.7401,47.7511,USA,green,turquoise,partial body,,,https://www.ncwlife.com/little-blue-frog-makes-a-big-splash-in-moses-lake-rare-species-survey/,2019,
News or Social,Ranidae,Lithobates,Lithobates sphenocephalus,1,"Maryland, USA",-76.6413,39.0458,USA,green,blue,(no photo),,,https://www.stardem.com/news/local_news/rare-frog-find-reveals-strange-coincidence/article_7cd61ea4-dbfc-514b-a0e4-24616be8cf07.html,2020,
News or Social,Hylidae,Litoria,Litoria barringtonensis,1,Australia,133.7751,-25.2744,Australia,,,,,,https://twitter.com/jodirowley/status/1246921956915470337,,(twitter)
iNat,Hylidae,Litoria,Litoria fallax,1,"QLD, Australia",-26.713083,152.956492,,Green,Blue,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/102590402,2021,
iNat,Mantellidae,Mantella,Mantella cf. crocea,2,Madagascar,-18.7064251,48.46934657,Madagascar,Green,Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/33998,2007,
Sci Lit,Hylidae,Agalychnis,Agalychnis dacnicolor,1,Mexico,-102.5528,23.6345,Mexico,green,blue,,normal  ,,Bagnara et al. 2007,,
Sci Lit,Ranidae,Pelophylax,Pelophylax plancyi,1,"Wei-hsiu Yuan, China",116.4074,39.9042,China,,blue,,,subadults,"Liu, 1931, Jablonski et al. 2014",,
Sci Lit,Ranidae,Pelophylax,Pelophylax plancyi,1,"Wei-hsiu Yuan, China",116.4074,39.9042,China,,blue,,,subadults,"Liu, 1931, Jablonski et al. 2014",,
Sci Lit,Ranidae,Pelophylax,Pelophylax plancyi,1,"Wei-hsiu Yuan, China",116.4074,39.9042,China,,blue,,,subadults,"Liu, 1931, Jablonski et al. 2014",,
Sci Lit,Ranidae,Pelophylax,Pelophylax plancyi,1,"Wei-hsiu Yuan, China",116.4074,39.9042,China,,blue,,,subadults,"Liu, 1931, Jablonski et al. 2014",,
Sci Lit,Ranidae,Pelophylax,Pelophylax plancyi,1,"Wei-hsiu Yuan, China",116.4074,39.9042,China,,blue,,,subadults,"Liu, 1931, Jablonski et al. 2014",,
Sci Lit,Ranidae,Pelophylax,Pelophylax plancyi,1,"Wei-hsiu Yuan, China",116.4074,39.9042,China,,blue,,,subadults,"Liu, 1931, Jablonski et al. 2014",,
Sci Lit,Ranidae,Pelophylax,Pelophylax plancyi,1,"Wei-hsiu Yuan, China",116.4074,39.9042,China,,blue,,,subadults,"Liu, 1931, Jablonski et al. 2014",,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Austria,47.4688284,9.592868969,Austria,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/32604220,2019,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,France,46.18129127,2.323937304,France,Green/Brown,Turquoise,Whole body,N/A,Adult,https://www.inaturalist.org/observations/20299743,2018,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,France,46.45777778,-1.656944444,France,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/57142133,2020,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,France,47.4826612,-0.587821325,France,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/61571566,2020,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Germany,48.63944167,9.105325,Germany,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/57060776,2020,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Germany,50.66170343,12.55825338,Germany,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/49489562,2020,
iNat,Ranidae,Pelophylax,Pelophylax ridibundus,1,Germany,52.18452124,13.88145132,Germany,Green/Brown,Turquoise,Whole body,N/A,Adult,https://www.inaturalist.org/observations/88965034,2021,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Germany,52.20494913,10.80410505,Germany,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/86917054,2021,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Germany,52.2446,10.640089,Germany,Green,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/24401029,2019,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Germany,52.27124073,10.58385355,Germany,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/13043017,2018,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Germany,52.274809,10.598062,Germany,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/4109000,2016,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Germany,52.27561317,10.59848485,Germany,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/13864083,2018,
iNat,Ranidae,Pelophylax,Pelophylax esculentus,1,Germany,52.470393,13.353736,Germany,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/87406624,2021,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Germany,52.636355,13.41538833,Germany,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/50908481,2020,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Germany,53.957318,13.173026,Germany,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/57150782,2020,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Germany,54.07837205,13.80691385,Germany,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/29859846,2019,
iNat,Ranidae,Pelophylax,Pelophylax bedriagae,1,Israel,32.94576323,35.71552161,Israel,Green/Brown,Turquoise,Whole body,N/A,Adult,https://www.inaturalist.org/observations/52456745,2020,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Italy,45.66820076,9.477232508,Italy,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/82819838,2021,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Italy,38.00628752,12.8109689,Italy,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/63503585,2020,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Netherlands,53.12863363,5.932912901,Netherlands,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/62038284,2020,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Poland,52.10084841,19.70850641,Poland,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/84152302,2021,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Poland,52.18422976,20.8000092,Poland,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/83283249,2021,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Poland,53.07314333,16.09601333,Poland,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/80533209,2021,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Poland,54.73736196,20.52033562,Poland,Green,Blue,Partial body,N/A,Adult,https://www.inaturalist.org/observations/90087453,2021,
iNat,Ranidae,Pelophylax,Pelophylax perezi,1,Portugal,38.43140556,-8.639455556,Portugal,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/17161390,2017,
iNat,Ranidae,Pelophylax,Pelophylax perezi,1,Portugal,39.26854577,-7.443818353,Portugal,Green/Brown,Turquoise,Whole body,N/A,Adult,https://www.inaturalist.org/observations/74167047,2021,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Russia,52.63939167,13.33628833,Russia,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/53390223,2020,
iNat,Ranidae,Pelophylax,Pelophylax ridibundus,1,Russia,57.73767615,39.74860879,Russia,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/25099797,2008,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Russia,58.05518,38.2157,Russia,Green,Turquoise,Whole body,N/A,Adult,https://www.inaturalist.org/observations/20485955,2006,
iNat,Ranidae,Pelophylax,Pelophylax grafi,1,Spain,41.69073634,2.165395282,Spain,Green/Brown,Turquoise,Whole body,N/A,Adult,https://www.inaturalist.org/observations/83239415,2020,
iNat,Ranidae,Pelophylax,Pelophylax ridibundus,1,Switzerland,46.2586,6.290988889,Switzerland,Green/Brown,Turquoise,Partial body,N/A,Adult,https://www.inaturalist.org/observations/83801849,2021,
iNat,Ranidae,Pelophylax,Pelophylax sp,1,Switzerland,47.29124634,8.526930763,Switzerland,Green/Brown,Turquoise/Brown,Partial body,N/A,Adult,https://www.inaturalist.org/observations/59436499,2020,
iNat,Ranidae,Pelophylax,Pelophylax ridibundus,1,Ukraine,49.90601429,31.65059812,Ukraine,Green,Blue,Partial body,N/A,Adult,https://www.inaturalist.org/observations/91408179,2021,
Sci Lit,Ranidae,Pelophylax,Pelophylax nigromaculatus,1,"Wei-hsiu Yuan, China",116.4074,39.9042,China,,blue,,,,"Liu, 1931, Jablonski et al. 2014",,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"British Columbia, Canada",48.65921333,-123.43048,Canada,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/48795689,2020,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"British Columbia, Canada",48.82841209,-123.554835,Canada,Green,Blue,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/4167010,2008,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"British Columbia, Canada",49.00981389,-122.7453306,Canada,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/33610093,2019,
News or Social,Hylidae,Pseudacris,Pseudacris regilla,1,"California, USA",-119.4179,36.7783,USA,green,blue,whole body,,,http://now.humboldt.edu/news/rare-blue-frog-struts-its-stuff-at-nhm/,2008,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"California, USA",41.0248,-123.6389917,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/11347796,2018,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Oregon, USA",43.19805573,-124.027095,USA,Green,Blue,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/47818594,2020,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Oregon, USA",43.73805919,-122.446617,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/75494304,2021,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Oregon, USA",45.3840077,-122.7639851,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/33510,2011,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Oregon, USA",45.423175,-122.23548,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/82372968,2021,
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Oregon, USA",45.825569,-123.116138,USA,Green,Blue,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/100190747,2021,dead?
iNat,Hylidae,Pseudacris,Pseudacris regilla,1,"Washington, USA",47.82837645,-121.8278771,USA,Green,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/85052790,2015,
iNat,Pyxicephalidae,Pyxicephalus,Pyxicephalus adspersus,1,South Africa,-24.6439779,28.69605699,South Africa,Green/Brown,Blue/Turquoise,Partial body ,N/A,Juvenile,https://www.inaturalist.org/observations/69823074,2021,
iNat,Bufonidae,Rhinella,Rhinella arenarum,1,Argentina,-38.08879,-63.435495,Argentina,Green/brown,Blue/Turquoise,Partial body ,N/A,Adult,https://www.inaturalist.org/observations/100055190,2021,
News or Social,Bufonidae,Rhinella,Rhinella diptycha,1,"Caacupé, Paraguay",-57.1492,-25.3888,Paraguay,brown,blue,whole body,,,https://www.facebook.com/photo?fbid=10226104633551503&set=pcb.4749736815078229,2021,facebook ASIH page
News or Social,,,"""greenfrog""",1,"Maine, USA",-69.4455,45.2538,USA,green,blue,partial body,,,https://bangordailynews.com/2017/08/23/news/mid-maine/maine-boy-finds-rare-blue-frog-in-grandparents-pigpen/,2017,
News or Social,,,"""greenfrog""",1,"Michigan, USA",-85.6024,44.3148,USA,green,blue,partial body,,,https://www.record-eagle.com/news/go/rare-blue-frog-found-in-kingsley/article_46964fa8-2b1c-5ae8-94bc-7334cc6433af.html,2018,
News or Social,,,"""greenfrog""",1,"Nova Scotia, Canada",-63.5467,45.0778,Canada,green,blue,partial body,,,https://www.cbc.ca/news/canada/nova-scotia/rare-blue-coloured-green-frog-found-in-nova-scotia-backyard-pond-1.3120205,2015,
News or Social,,,"""greenfrog""",1,"Ontario, USA",-117.6509,34.0633,USA,green,turquoise,partial body,,,https://meadowhawk.wordpress.com/2018/07/14/a-blue-green-frog/,2018,
News or Social,,,"""greenfrog""",1,"Pennsylvania, USA",-82.9071,40.4173,USA,green,turquoise,partial body,,,https://www.post-gazette.com/local/neighborhood/2019/09/16/Us-column-blue-frog-lobster-Fawn-Township-sweat-lodge-Lakota/stories/201909160033,2019,
News or Social,,,"""greenfrog""",1,"Quebec, Canada",56.1304,-106.3468,Canada,green,turquoise,whole body,,,https://www.infodimanche.com/actualites/actualite/317209/la-grenouille-bleue-du-parc-des-chutes#,2017,
News or Social,,,"""greenfrog""",1,"Wisconsin, USA",-88.7879,43.7844,USA,green,turquoise,partial body,,,https://www.postcrescent.com/story/life/2015/07/28/blue-frogs-among-summers-colorful-surprises/30780675/,2015,
News or Social,,,"""treefrog""",1,"Ontario, USA",-117.6509,34.0633,USA,green,blue,whole body,,,https://www.intelligencer.ca/news/blue-frog-shows-bell-creek-needs-protection-says-resident,2021,